pdf_path,pdf_filename,doi,study_domain,study_goal,paper_processing_status,paper_processing_error,equipment_name,aliases,manufacturer,model,equipment_type,equipment_role,short_description,typical_applications,measurement_outputs,paper_specific_use,sample_context,shared_or_local,contact_person,used_in_study,certainty,confidence_score,evidence_text,location_type,notes
data/interim/pdfs/Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,10.1039/d3nr00087g,optoelectronic materials / perovskite LEDs,To tune phase distribution and energy transfer in quasi-2D Ruddlesden–Popper perovskite films using isopropylammonium additive and improve blue LED performance.,equipment_extracted,,integrated sphere with barium sulphate coating,Newport integrated sphere,Newport,,other,primary,Collects electroluminescence from LEDs for calibrated device characterization.,LED characterization | luminance and radiant flux measurement | spectral calibration,EL-calibrated optical output | radiant flux,Used to characterize PeLED output and support electroluminescence measurements.,PeLED devices,,,True,explicit,0.93,PeLEDs were characterised through a calibrated integrated sphere with barium sulphate coating from Newport.,main_text,
data/interim/pdfs/Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,10.1039/d3nr00087g,optoelectronic materials / perovskite LEDs,To tune phase distribution and energy transfer in quasi-2D Ruddlesden–Popper perovskite films using isopropylammonium additive and improve blue LED performance.,equipment_extracted,,power source,Keithley 2400,Keithley,2400,other,supporting,Supplies applied bias/current for electrical characterization of LEDs.,IV measurements | device biasing,applied bias,Used to drive the PeLEDs during characterization.,PeLED devices,,,True,explicit,0.93,A 2400 Keithley power source supplied the applied bias.,main_text,
data/interim/pdfs/Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,10.1039/d3nr00087g,optoelectronic materials / perovskite LEDs,To tune phase distribution and energy transfer in quasi-2D Ruddlesden–Popper perovskite films using isopropylammonium additive and improve blue LED performance.,equipment_extracted,,spectrometer,Ocean Optics USB2000,Ocean Optics,USB2000,spectroscopy,primary,Records electroluminescence spectra from devices.,EL spectroscopy | emission spectrum measurement,electroluminescence spectra,Used to record EL spectra of PeLEDs.,PeLED devices,,,True,explicit,0.98,The EL spectra were recorded through an Ocean Optics spectrometer (USB2000),main_text,
data/interim/pdfs/Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,10.1039/d3nr00087g,optoelectronic materials / perovskite LEDs,To tune phase distribution and energy transfer in quasi-2D Ruddlesden–Popper perovskite films using isopropylammonium additive and improve blue LED performance.,equipment_extracted,,silicon photodiode,Hamamatsu S2281-01,Hamamatsu,S2281-01,detector,supporting,Detects radiant flux from LED emission.,optical power measurement | photometric detection,radiant flux,Used to collect radiant flux during PeLED characterization.,PeLED devices,,,True,explicit,0.96,the radiant flux was collected by a silicon photodiode (Hamamatsu S2281-01).,main_text,
data/interim/pdfs/Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,Tuning_the_energy_transfer_in_Ruddlesden-Popper_perovskites_phases_through_isopropylammonium_addition_-_towards_efficien.pdf,10.1039/d3nr00087g,optoelectronic materials / perovskite LEDs,To tune phase distribution and energy transfer in quasi-2D Ruddlesden–Popper perovskite films using isopropylammonium additive and improve blue LED performance.,equipment_extracted,,electrometer,Keithley 6514,Keithley,6514,other,supporting,Measures generated photocurrent during device characterization.,current measurement | electrical characterization,photocurrent,Used to register the photocurrent from PeLED devices.,PeLED devices,,,True,explicit,0.92,a 6514 Keithley electrometer registered the generated photocurrent.,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,nuclear magnetic resonance spectrometer,Bruker Avance III 400 MHz NMR spectrometer | 1H-NMR,Bruker,Avance III 400 MHz,spectroscopy,primary,Instrument for measuring proton NMR spectra of polymers in solution.,polymer structure confirmation | composition analysis | molar ratio determination,1H NMR spectra | molar ratio estimates,Used to estimate the molar ratio between PNIPAM and polyelectrolyte units.,polymer samples in D2O,,,True,explicit,0.99,1H-nuclear magnetic resonance spectroscopy (1H-NMR) measurements were performed in D2O on a Bruker Avance III 400 MHz NMR spectrometer | in order to estimate the molar ratio between PNIPAM and polyelectrolyte units,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,size exclusion chromatography system,SEC | Agilent Technologies 1260 Infinity II system | Agilent 1260 RI detector,Agilent Technologies,1260 Infinity II,chromatography,primary,Chromatography system for determining polymer molecular characteristics.,polymer molecular weight determination | polydispersity analysis | molecular characterization,elution profiles | molecular weight estimates | polydispersity information,Used to determine Mn of the cationic copolymer.,cationic copolymer in aqueous eluent with formic acid,,,True,explicit,0.98,Mn of the cationic copolymer was determined by size exclusion chromatography (SEC) on an Agilent Technologies 1260 Infinity II system | using a PSS Novema MAX 1000 Å column with an Agilent 1260 RI detector,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,inverted optical microscope,Nikon Eclipse Ti2 inverted microscope,Nikon,Eclipse Ti2,microscopy,primary,Microscope for imaging the morphology of the complex coacervate samples.,optical imaging | brightfield microscopy | sample morphology inspection,microscopy images,Used to image graft copolymer complex coacervates after soaking in NaCl solution.,graft copolymer complex coacervates,,,True,explicit,0.96,Graft copolymer complex coacervates were imaged with a Nikon Eclipse Ti2 inverted microscope | using a Nikon CFI Plan APO Lambda 10×/0.45 objective,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,analytical balance,Mettler Toledo XS205DU analytical balance,Mettler Toledo,XS205DU,weighing,supporting,Precision balance for measuring sample mass during water-content analysis.,mass measurement | gravimetric analysis | sample weighing,sample mass,Used to weigh complex coacervate samples before and after freeze-drying for water content determination.,complex coacervate phase,,,True,explicit,0.95,weighed on a Mettler Toledo XS205DU analytical balance | The water content was determined by the weight difference before and after the freeze-drying process,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,thermogravimetric analyzer,SDT Q600 | TGA,TA Instruments,SDT Q600,thermal analysis,primary,Instrument for measuring mass change as a function of temperature.,water content analysis | thermal decomposition analysis | mass-loss measurement,mass versus temperature curves | residual mass | water content estimates,Used to investigate water content after the salt-triggered setting process.,complex coacervate phase after immersion in lower ionic strength medium,,,True,explicit,0.97,The water content after the salt-triggered setting process was investigated by thermogravimetric analysis (TGA) using a SDT Q600 from TA instruments | They were submitted to a temperature ramp from 110 °C to 1200 °C,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,stress-controlled rheometer,Anton Paar MCR301 rheometer | rheometer,Anton Paar,MCR301,rheology,primary,Instrument for measuring viscoelastic and flow behavior of the coacervate samples.,viscosity measurement | frequency sweeps | temperature sweeps | time sweeps | shear start-up tests,storage modulus | loss modulus | complex viscosity | stress-strain or stress-time response,"Used to measure linear and non-linear rheology, including temperature- and salt-triggered setting behavior.",complex coacervate phase,,,True,explicit,0.99,Rheological measurements were performed on an Anton Paar MCR301 stress-controlled rheometer | Non-linear rheology was used to monitor the mechanical properties at high deformations above the LCST,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,differential scanning calorimeter,DSC | Q200,TA Instruments,Q200,thermal analysis,primary,Instrument for measuring heat flow associated with thermal transitions.,phase transition analysis | melting and crystallization studies | transition enthalpy measurement,thermograms | transition temperatures | transition enthalpies,Used to study the PNIPAM phase transition in the complex coacervates.,coacervate phase,,,True,explicit,0.98,The PNIPAM phase transition was investigated by DSC measurements using a Q200 from TA instruments | A representative thermogram is shown in Figure 6A,main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,small-angle X-ray scattering beamline,"SAXS | Dutch-Belgian Beamline (BM26B, DUBBLE) | ESRF beamline",European Synchrotron Radiation Facility,BM26B (DUBBLE),beamline,primary,Synchrotron beamline used for nanoscale structural characterization by small-angle X-ray scattering.,nanoscale structural analysis | polymer domain characterization | solution scattering experiments,scattering profiles | intensity versus q data | domain-size information,Used to detect arrangements of domains at the nanoscale as a function of PNIPAM content and temperature.,complex coacervates loaded into quartz capillaries,,,True,explicit,0.99,"SAXS experiments were performed at the European Synchrotron Radiation Facility (ESRF) in Grenoble, France, at the Dutch-Belgian Beamline (BM26B, DUBBLE) | Small angle X-ray scattering (SAXS) was employed to detect the different arrangements of the domains at the nanoscale",main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,SAXS detector,Pilatus 1M detector,Dectris,Pilatus 1M,detector,supporting,Area detector used to record SAXS diffraction/scattering patterns.,X-ray scattering detection | diffraction pattern acquisition,2D scattering images,Used to record SAXS images during temperature-controlled scattering experiments.,SAXS experiments on coacervates,,,True,explicit,0.88,"A Pilatus 1M detector, a fixed energy of 12 keV and a detector distance of 2.7 m were used for all experiments | SAXS images were recorded every 30 s at a fixed temperature",main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,temperature-controlled oven,Linkam DSC 600 oven,Linkam,DSC 600,temperature control,supporting,Heating/cooling stage for controlling sample temperature during SAXS measurements.,temperature ramping | in situ thermal control | sample heating,controlled sample temperature,Used to place SAXS samples under controlled temperature ramps from 10 °C to 50 °C.,quartz capillaries containing complex coacervates,,,True,explicit,0.86,"Before starting the experiment, the samples were placed in a Linkam DSC 600 oven that allows temperature control | A temperature ramp from 10 °C to 50 °C was performed",main_text,
data/interim/pdfs/Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,Tuning_the_interactions_in_multiresponsive_complex_coacervate-based_underwater_adhesives.pdf,10.3390/ijms21010100,polymer adhesives / soft matter,"To evaluate how salt concentration and PNIPAM content affect the rheological, thermal, and underwater adhesive behavior of multiresponsive complex coacervate-based adhesives.",equipment_extracted,,materials testing system,Instron 5333 materials testing system,Instron,5333,mechanical testing,primary,Mechanical testing platform used for underwater probe-tack adhesion experiments.,tensile testing | adhesion testing | force-displacement measurement,force | displacement | stress-strain curves | work of adhesion,Used as the platform for underwater adhesion probe-tack tests.,complex coacervate layer on glass slide and PAA hydrogel thin film on probe,,,True,explicit,0.99,mounted on a Instron® 5333 materials testing system with a 10 N load cell | Underwater adhesion properties of the complex coacervates prepared at 0.75 M NaCl were measured using a tack test setup,main_text,
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,ultraperformance liquid chromatography/mass spectrometry system,UPLC/MS | UPLC analysis,,,chromatography,primary,Analytical system for separating mixture components and identifying them by mass.,mixture analysis | reaction monitoring | compound identification,chromatograms | mass spectra | relative product distributions,Used to monitor dynamic combinatorial libraries and determine the emergence and composition of foldamers and replicators.,dynamic combinatorial libraries of oligomeric species,,,True,explicit,0.98,as evident from ultraperformance liquid chromatography/mass spectrometry (UPLC/MS) analysis | UPLC/MS analysis of DCLs made at a concentration of 2.0 mM,main_text,
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,transmission electron microscope,TEM | transmission electron microscopy,,,microscopy,primary,Electron microscope used to image nanoscale structures and fibrillar assemblies.,nanostructure imaging | morphology characterization | fibril visualization,electron micrographs | particle or fibril morphology | nanoscale images,Used to visualize the formation of fibrillar assemblies and aggregates in the dynamic combinatorial libraries.,samples dominated by foldamer and replicator assemblies,,,True,explicit,0.98,visualized using transmission electron microscopy (TEM) | Negative stain TEM micrographs of samples dominated by 1 6 and 2 6,main_text,The paper specifically mentions negative stain TEM.
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,circular dichroism spectrometer,CD,,,spectroscopy,primary,Optical spectrometer for measuring chiral optical responses.,chirality analysis | secondary structure characterization | conformational monitoring,CD spectra | wavelength-dependent ellipticity signals | chiral ordering signatures,Used to probe changes in chiral ordering during formation of folded structures and replicators.,dynamic combinatorial library mixtures of building blocks 1 and 2,,,True,explicit,0.96,Circular dichroism (CD) experiments were used to probe the changes in the chiral ordering | Time-dependent CD spectra of the library,main_text,
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,thioflavin T fluorescence assay,thioflavin T experiments,,,other,supporting,Fluorescence-based assay used to report amyloid-like or beta-sheet-like assembly.,beta-sheet detection | amyloid detection | aggregation monitoring,fluorescence enhancement | beta-sheet-associated fluorescence signal,Used to confirm formation of a beta-sheet type assembly in the replicator system.,hexameric replicator assemblies,,,True,explicit,0.91,The formation of a β-sheet type assembly in the case of 2 6 was further confirmed using thioflavin T experiments | showing the enhancement in fluorescence that is indicative of the presence of β-sheets,main_text,Assay rather than a standalone instrument; retained because it is a specific experimental detection method explicitly used.
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,cryo-transmission electron microscope,cryo-TEM,,,microscopy,primary,Cryogenic electron microscope used to image aggregates under near-native frozen conditions.,aggregate imaging | cryogenic morphology analysis | nanostructure visualization,cryo-TEM images | aggregate morphology | nanoscale structural appearance,Used to observe aggregates formed after oxidizing libraries to 90%.,small-ring aggregates from dynamic combinatorial libraries,,,True,explicit,0.9,We have observed the formation of aggregates using cryo-TEM | observed the formation of aggregates using cryo-TEM,main_text,
data/interim/pdfs/Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,Two_Sides_of_the_Same_Coin__Emergence_of_Foldamers_and_Self-Replicators_from_Dynamic_Combinatorial_Libraries.pdf,10.1021/jacs.1c00788,supramolecular chemistry,To compare how dynamic combinatorial libraries evolve into foldamers or self-replicating assemblies under different conditions and building-block compositions.,equipment_extracted,,dynamic light scattering instrument,DLS,,,scattering,supporting,Instrument for measuring particle size-related scattering from dispersed aggregates.,aggregate sizing | colloidal characterization | particle dispersion analysis,scattering intensity fluctuations | hydrodynamic size estimates | aggregate formation signals,Used to confirm assembly of aggregates formed from small rings.,oxidized dynamic combinatorial library aggregates,,,True,explicit,0.94,their assembly was further confirmed using dynamic light scattering (DLS) | confirmed using dynamic light scattering (DLS) and Nile-red experiments,main_text,
data/interim/pdfs/Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,10.1021/acs.jpcb.3c04719,computational photophysics / chlorosome spectroscopy,To compare how different helicities of chlorosome-like supramolecular aggregates affect linear and polarization-resolved two-dimensional electronic spectra and ultrafast anisotropy decay.,equipment_extracted,,two-dimensional electronic spectroscopy,2D ES | two-dimensional electronic spectra,,,spectroscopy,primary,Ultrafast spectroscopic technique for measuring frequency-correlation maps and excited-state dynamics.,excited-state dynamics | energy transfer in molecular aggregates | polarization-resolved spectroscopy,2D correlation spectra | pump-probe frequency maps | anisotropy spectra,Used as the spectroscopic basis for analyzing polarization-resolved responses and ultrafast anisotropy decay in chlorosome model systems.,chlorosome model systems / supramolecular chlorosomal aggregates,,,True,explicit,0.98,2D ES is a versatile experimental technique that captures exciton dynamics with femtosecond temporal resolution. | We will use simulations of polarization-resolved 2D ES to elucidate the underlying molecular mechanism responsible for the variations in experimentally observed anisotropy decay.,main_text,
data/interim/pdfs/Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,10.1021/acs.jpcb.3c04719,computational photophysics / chlorosome spectroscopy,To compare how different helicities of chlorosome-like supramolecular aggregates affect linear and polarization-resolved two-dimensional electronic spectra and ultrafast anisotropy decay.,equipment_extracted,,pump-probe setup,pump−probe setups,,,spectroscopy,supporting,Ultrafast optical setup used to measure transient anisotropy and energy-transfer dynamics.,transient absorption measurements | anisotropy decay measurements | ultrafast kinetics,transient anisotropy | time-dependent absorption changes | decay kinetics,"Mentioned as the experimental platform used in prior anisotropy decay measurements on chlorosomes, which motivates the present analysis.",chlorosomes,,,True,explicit,0.84,Anisotropy decay experiments on chlorosomes from various bacterial species grown under different conditions are performed using pump−probe setups.,main_text,Mentioned as the experimental method underlying cited measurements; no specific instrument model is given.
data/interim/pdfs/Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,10.1021/acs.jpcb.3c04719,computational photophysics / chlorosome spectroscopy,To compare how different helicities of chlorosome-like supramolecular aggregates affect linear and polarization-resolved two-dimensional electronic spectra and ultrafast anisotropy decay.,equipment_extracted,,cryo-electron microscope,cryo-EM,,,microscopy,supporting,Electron microscopy instrument for high-resolution structural imaging of biological assemblies.,structural determination | nanostructure imaging | biological specimen reconstruction,electron micrographs | structural reconstructions | mesoscopic structural information,"Referenced as a structural method that provided prior evidence for chlorosome organization, not as an instrument used directly in this study.",chlorosomes,,,True,explicit,0.62,Findings from cryo-EM indicated that bacteriochlorophyll molecules self-assemble into secondary structures like concentric cylinders and curved lamellae,main_text,"Included conservatively because it is explicitly named, but it is cited background rather than a direct instrument used in the reported computations."
data/interim/pdfs/Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,10.1021/acs.jpcb.3c04719,computational photophysics / chlorosome spectroscopy,To compare how different helicities of chlorosome-like supramolecular aggregates affect linear and polarization-resolved two-dimensional electronic spectra and ultrafast anisotropy decay.,equipment_extracted,,solid-state nuclear magnetic resonance,solid-state NMR,,,spectroscopy,supporting,Magnetic resonance method for probing local molecular structure and order in solids.,solid-state structural characterization | molecular packing analysis | local order determination,NMR spectra | structural constraints | short-range order information,Referenced as a prior experimental technique that constrained chlorosome short-range order.,chlorosomes,,,True,explicit,0.58,Solid-state NMR provided constraints on the short-range order and showed that BChl c molecules form parallel syn-anti stacks,main_text,"This is a physical instrument class, but it is cited as background evidence rather than used directly in the present work."
data/interim/pdfs/Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,Ultrafast_Anisotropy_Decay_Reveals_Structure_and_Energy_Transfer_in_Supramolecular_Aggregates.pdf,10.1021/acs.jpcb.3c04719,computational photophysics / chlorosome spectroscopy,To compare how different helicities of chlorosome-like supramolecular aggregates affect linear and polarization-resolved two-dimensional electronic spectra and ultrafast anisotropy decay.,equipment_extracted,,single-molecule spectroscopy setup,single-molecule spectroscopy,,,imaging,supporting,Optical spectroscopy system for measuring individual nanoscale objects one at a time.,single-particle spectroscopy | heterogeneity analysis | nanoscale optical characterization,single-molecule spectra | spectral distributions | polarization-dependent optical response,Referenced as an external experimental approach that reported chlorosome structural values used for comparison in the discussion.,chlorosomes / artificial nanotube systems,,,True,explicit,0.55,single-molecule spectroscopy reporting values of β ≈ 54° | observations of the optical components with different polarization properties of chlorosomes,main_text,Named as background experimental method; not directly operated in this study.
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,Polyteknik Flextura M506 S sputter deposition system,Polyteknik Flextura M506 S | Polyteknik Flextura sputter PVD system,Polyteknik,Flextura M506 S,fabrication,primary,System for depositing thin films by sputtering.,thin film deposition | magnetron sputtering | co-deposition of alloy films,deposited film thickness | film composition | film microstructure,"Used to sputter-deposit all Ru, Mo, and Ru-Mo alloy thin films in the study.","Ru, Mo, and Ru-Mo ultrathin films on p-doped Si(100) substrates with native oxide",,,True,explicit,0.99,"A Polyteknik Flextura M506 S system was used for the sputter deposition of all thin films in this work. | we routinely deposit on Si(100) wafers, terminated by a native oxide layer, by simultaneous sputter deposition of Ru and Mo from separate sources.",main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,profilometer,profilometer,,,metrology,supporting,Instrument for measuring surface height differences and film thickness.,film thickness measurement | surface step-height measurement | surface profiling,height difference | film thickness,Used to measure thickness of deposited films by comparing coated and uncoated regions after resist removal.,thin metal films on Si substrates,,,True,explicit,0.9,These height difference measurements were done by use of a profilometer and by atomic force microscopy (AFM).,main_text,
data/interim/pdfs/Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,Ultrathin__sputter-deposited__amorphous_alloy_films_of_ruthenium_and_molybdenum.pdf,,materials science / thin films,To investigate whether sputter-deposited Ru-Mo ultrathin alloy films can become amorphous and remain exceptionally smooth compared with pure Ru and Mo films.,equipment_extracted,,atomic force microscope,AFM | Bruker Dimension Icon AFM | Dimension Icon AFM,Bruker,Dimension Icon,microscopy,primary,Scanning probe microscope for imaging surface topography and roughness.,surface topography imaging | surface roughness measurement | film thickness measurement,height micrographs | surface roughness | topography,"Used to image film surfaces, measure topography, determine film thickness, and quantify roughness.","Ru, Mo, and Ru-Mo thin films on Si(100)",,,True,explicit,0.99,"For this, we used a Bruker Dimension Icon AFM system in ScanAsyst-air mode | These height difference measurements were done by use of a profilometer and by atomic force microscopy (AFM).",main_text,
